,file_path,label
1687,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/112-rotated2-rotated3-rotated1.jpg,fractured
1688,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/57-rotated3-rotated2.jpg,fractured
1689,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/90-rotated2-rotated2-rotated2.jpg,fractured
1690,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/89-rotated1-rotated3-rotated2.jpg,fractured
1691,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/88-rotated2.jpg,fractured
1692,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/90-rotated2-rotated1.jpg,fractured
1693,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/49-rotated2-rotated2.jpg,fractured
1694,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/60-rotated2-rotated2-rotated3.jpg,fractured
1695,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/25-rotated3-rotated3-rotated2.jpg,fractured
1696,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/81-rotated2-rotated2-rotated3.jpg,fractured
1697,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/45-rotated2-rotated1-rotated3.jpg,fractured
1698,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/44-rotated1-rotated2-rotated3.jpg,fractured
1699,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/101-rotated1-rotated2-rotated1.jpg,fractured
1700,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/21-rotated3-rotated2-rotated2.jpg,fractured
1701,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/50-rotated2-rotated3-rotated1.jpg,fractured
1702,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/29-rotated2-rotated3.jpg,fractured
1703,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/21-rotated2.jpg,fractured
1704,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/31-rotated2-rotated3-rotated2.jpg,fractured
1705,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/58-rotated3-rotated3-rotated1.jpg,fractured
1706,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/88-rotated2-rotated3.jpg,fractured
1707,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/31-rotated2-rotated2-rotated2.jpg,fractured
1708,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/71-rotated3-rotated2-rotated1.jpg,fractured
1709,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/117-rotated3-rotated2-rotated2.jpg,fractured
1710,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/97-rotated3-rotated3-rotated3.jpg,fractured
1711,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/118-rotated2-rotated3-rotated2.jpg,fractured
1712,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/12-rotated3-rotated1-rotated1.jpg,fractured
1713,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/118-rotated3-rotated2-rotated2.jpg,fractured
1714,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/67-rotated3-rotated2-rotated1.jpg,fractured
1715,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/22-rotated3-rotated2-rotated1.jpg,fractured
1716,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/43-rotated3-rotated3-rotated2.jpg,fractured
1717,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/108-rotated2-rotated3-rotated1.jpg,fractured
1718,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/93-rotated2-rotated3-rotated1.jpg,fractured
1719,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/29-rotated3-rotated3-rotated3.jpg,fractured
1720,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated3-rotated1-rotated1.jpg,fractured
1721,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/26-rotated3-rotated2-rotated3.jpg,fractured
1722,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/16-rotated1-rotated3-rotated1.jpg,fractured
1723,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/24-rotated3-rotated3-rotated3.jpg,fractured
1724,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/86-rotated2-rotated3-rotated1.jpg,fractured
1725,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/44-rotated1-rotated3-rotated1.jpg,fractured
1726,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/37-rotated1-rotated3-rotated2.jpg,fractured
1727,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/51-rotated1-rotated2-rotated3.jpg,fractured
1728,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/23.jpg,fractured
1729,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/47-rotated3-rotated1.jpg,fractured
1730,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/88-rotated1-rotated3-rotated1.jpg,fractured
1731,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/117-rotated2-rotated3.jpg,fractured
1732,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/30-rotated1-rotated2.jpg,fractured
1733,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/75-rotated3-rotated3-rotated2.jpg,fractured
1734,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/39-rotated3-rotated2-rotated1.jpg,fractured
1735,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/90-rotated1-rotated2.jpg,fractured
1736,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/67-rotated1-rotated3-rotated3.jpg,fractured
1737,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/79-rotated1.jpg,fractured
1738,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/53-rotated2-rotated2.jpg,fractured
1739,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/47-rotated3-rotated2-rotated1.jpg,fractured
1740,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/95-rotated1-rotated3-rotated2.jpg,fractured
1741,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/91-rotated1.jpg,fractured
1742,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/92-rotated1-rotated2-rotated1.jpg,fractured
1743,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/35-rotated2-rotated1.jpg,fractured
1744,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/112-rotated2-rotated2-rotated3.jpg,fractured
1745,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/43-rotated3-rotated1.jpg,fractured
1746,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/65-rotated1-rotated1-rotated3.jpg,fractured
1747,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/79-rotated2-rotated2-rotated1.jpg,fractured
1748,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/26-rotated3-rotated3-rotated3.jpg,fractured
1749,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/70-rotated3-rotated1-rotated3.jpg,fractured
1750,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/82-rotated2-rotated3.jpg,fractured
1751,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/114-rotated3-rotated1-rotated2.jpg,fractured
1752,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/30-rotated1-rotated3-rotated3.jpg,fractured
1753,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/102-rotated3-rotated1-rotated1.jpg,fractured
1754,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/106-rotated3-rotated1.jpg,fractured
1755,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/28-rotated1-rotated2-rotated3.jpg,fractured
1756,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/56-rotated2-rotated2-rotated3.jpg,fractured
1757,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/20-rotated1-rotated2-rotated2.jpg,fractured
1758,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/80-rotated2-rotated3-rotated3.jpg,fractured
1759,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/48-rotated1-rotated2-rotated1.jpg,fractured
1760,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/81-rotated2-rotated2-rotated1.jpg,fractured
1761,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/53-rotated2-rotated2-rotated1.jpg,fractured
1762,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/110-rotated1-rotated3-rotated3.jpg,fractured
1763,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/91-rotated3-rotated1-rotated1.jpg,fractured
1764,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/121-rotated3-rotated2-rotated3.jpg,fractured
1765,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated3-rotated1.jpg,fractured
1766,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/36-rotated2-rotated3.jpg,fractured
1767,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/67-rotated3-rotated1.jpg,fractured
1768,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/57-rotated3-rotated2-rotated3.jpg,fractured
1769,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/109-rotated1-rotated2-rotated3.jpg,fractured
1770,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/117-rotated1.jpg,fractured
1771,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/31-rotated2-rotated1-rotated1.jpg,fractured
1772,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/56-rotated2-rotated1.jpg,fractured
1773,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/115-rotated1-rotated1-rotated1.jpg,fractured
1774,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/24-rotated2-rotated2-rotated3.jpg,fractured
1775,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/34-rotated1-rotated3-rotated3.jpg,fractured
1776,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/88-rotated1-rotated1.jpg,fractured
1777,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/35-rotated1-rotated2.jpg,fractured
1778,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/74-rotated2-rotated3-rotated1.jpg,fractured
1779,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/80-rotated1-rotated1.jpg,fractured
1780,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated3-rotated3-rotated2.jpg,fractured
1781,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/39-rotated3-rotated3.jpg,fractured
1782,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/28-rotated3-rotated3-rotated1.jpg,fractured
1783,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/72-rotated2-rotated2-rotated2.jpg,fractured
1784,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/36-rotated3-rotated1.jpg,fractured
1785,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/81-rotated3-rotated2-rotated2.jpg,fractured
1786,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/86-rotated1-rotated2-rotated3.jpg,fractured
1787,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/45-rotated3-rotated2-rotated1.jpg,fractured
1788,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/25-rotated2.jpg,fractured
1789,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/67-rotated2.jpg,fractured
1790,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/68-rotated2-rotated2-rotated1.jpg,fractured
1791,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/62-rotated2-rotated1-rotated3.jpg,fractured
1792,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/92-rotated3-rotated3-rotated2.jpg,fractured
1793,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/77.jpg,fractured
1794,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/82-rotated3-rotated2-rotated1.jpg,fractured
1795,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/85-rotated2-rotated2.jpg,fractured
1796,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/16-rotated1-rotated3-rotated3.jpg,fractured
1797,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/104-rotated2-rotated2-rotated3.jpg,fractured
1798,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/97-rotated2-rotated2-rotated2.jpg,fractured
1799,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/18-rotated2-rotated3-rotated3.jpg,fractured
1800,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/50-rotated2-rotated1-rotated1.jpg,fractured
1801,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/49-rotated3.jpg,fractured
1802,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/43-rotated1-rotated2-rotated2.jpg,fractured
1803,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/75-rotated2-rotated3-rotated3.jpg,fractured
1804,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/37-rotated1-rotated3-rotated1.jpg,fractured
1805,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/13-rotated3-rotated1-rotated1.jpg,fractured
1806,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/72-rotated2-rotated1-rotated3.jpg,fractured
1807,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/86-rotated1-rotated2-rotated1.jpg,fractured
1808,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/80.jpg,fractured
1809,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/69-rotated1-rotated3-rotated3.jpg,fractured
1810,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/71-rotated2-rotated3-rotated3.jpg,fractured
1811,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/115-rotated2.jpg,fractured
1812,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/43-rotated3-rotated1-rotated2.jpg,fractured
1813,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/17-rotated2-rotated3-rotated1.jpg,fractured
1814,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/120-rotated2-rotated2-rotated1.jpg,fractured
1815,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/49-rotated2-rotated3.jpg,fractured
1816,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/111-rotated1-rotated2-rotated2.jpg,fractured
1817,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/73-rotated3-rotated2-rotated3.jpg,fractured
1818,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/69-rotated2-rotated3-rotated1.jpg,fractured
1819,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/99-rotated1-rotated1-rotated1.jpg,fractured
1820,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/58-rotated2-rotated3-rotated2.jpg,fractured
1821,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/76-rotated3-rotated2.jpg,fractured
1822,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/100-rotated3-rotated3.jpg,fractured
1823,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/35-rotated1-rotated3-rotated2.jpg,fractured
1824,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/40-rotated1-rotated2-rotated3.jpg,fractured
1825,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/24-rotated3-rotated1.jpg,fractured
1826,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/63-rotated2-rotated1.jpg,fractured
1827,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/70-rotated2-rotated3-rotated1.jpg,fractured
1828,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/56-rotated1-rotated3-rotated1.jpg,fractured
1829,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/90-rotated1-rotated1-rotated2.jpg,fractured
1830,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/98-rotated3-rotated1-rotated3.jpg,fractured
1831,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/96-rotated2.jpg,fractured
1832,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/56-rotated3-rotated3-rotated2.jpg,fractured
1833,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/16-rotated1-rotated2-rotated1.jpg,fractured
1834,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/27-rotated2-rotated3.jpg,fractured
1835,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/85-rotated2-rotated1.jpg,fractured
1836,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/50-rotated3-rotated3-rotated1.jpg,fractured
1837,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/36-rotated2-rotated1-rotated2.jpg,fractured
1838,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/120-rotated1-rotated2-rotated3.jpg,fractured
1839,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/112-rotated1-rotated1-rotated2.jpg,fractured
1840,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/104-rotated1-rotated2-rotated3.jpg,fractured
1841,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/116-rotated3-rotated2-rotated3.jpg,fractured
1842,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/11-rotated1-rotated2-rotated1.jpg,fractured
1843,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/75-rotated3-rotated3-rotated1.jpg,fractured
1844,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/64-rotated1-rotated3.jpg,fractured
1845,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/95-rotated2.jpg,fractured
1846,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/44-rotated2-rotated2-rotated1.jpg,fractured
1847,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/106-rotated3-rotated1-rotated1.jpg,fractured
1848,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/121.jpg,fractured
1849,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/99-rotated1-rotated2-rotated1.jpg,fractured
1850,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/69-rotated1-rotated1.jpg,fractured
1851,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/65-rotated1-rotated3-rotated3.jpg,fractured
1852,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/41-rotated1-rotated2-rotated1.jpg,fractured
1853,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/18-rotated2-rotated2-rotated3.jpg,fractured
1854,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/44-rotated1-rotated3-rotated2.jpg,fractured
1855,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/28.jpg,fractured
1856,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/55-rotated2-rotated1-rotated2.jpg,fractured
1857,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/53-rotated2-rotated2-rotated3.jpg,fractured
1858,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/25-rotated3-rotated1-rotated1.jpg,fractured
1859,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/63-rotated3-rotated1-rotated2.jpg,fractured
1860,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/102-rotated2-rotated3.jpg,fractured
1861,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/93-rotated3.jpg,fractured
1862,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/15-rotated1-rotated1.jpg,fractured
1863,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/27-rotated1-rotated3-rotated1.jpg,fractured
1864,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/32-rotated1-rotated1.jpg,fractured
1865,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/22.jpg,fractured
1866,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/78-rotated1.jpg,fractured
1867,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/53-rotated3-rotated2-rotated3.jpg,fractured
1868,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/69-rotated1-rotated3.jpg,fractured
1869,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/75-rotated1-rotated2-rotated1.jpg,fractured
1870,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/87-rotated3-rotated3-rotated3.jpg,fractured
1871,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/119-rotated3-rotated1-rotated3.jpg,fractured
1872,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/68-rotated1-rotated3-rotated2.jpg,fractured
1873,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/74-rotated3-rotated1.jpg,fractured
1874,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/118-rotated3-rotated3-rotated1.jpg,fractured
1875,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/22-rotated1-rotated3-rotated2.jpg,fractured
1876,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/31-rotated2-rotated2-rotated1.jpg,fractured
1877,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/20-rotated1-rotated2-rotated1.jpg,fractured
1878,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/19-rotated2-rotated1-rotated1.jpg,fractured
1879,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/32-rotated3-rotated3-rotated3.jpg,fractured
1880,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/58-rotated2-rotated1-rotated1.jpg,fractured
1881,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/14-rotated1-rotated2-rotated2.jpg,fractured
1882,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/70-rotated3-rotated2-rotated2.jpg,fractured
1883,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/106-rotated2-rotated2.jpg,fractured
1884,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/38-rotated3-rotated1-rotated3.jpg,fractured
1885,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/37-rotated2-rotated2-rotated1.jpg,fractured
1886,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/50-rotated2-rotated2-rotated2.jpg,fractured
1887,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/104-rotated2-rotated3.jpg,fractured
1888,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/75-rotated3-rotated2-rotated3.jpg,fractured
1889,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/16-rotated3-rotated1-rotated2.jpg,fractured
1890,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/84-rotated1-rotated2-rotated3.jpg,fractured
1891,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/35-rotated3-rotated2.jpg,fractured
1892,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/68-rotated2-rotated3.jpg,fractured
1893,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/74-rotated2-rotated1.jpg,fractured
1894,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/36-rotated3-rotated2.jpg,fractured
1895,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/47-rotated3-rotated2-rotated3.jpg,fractured
1896,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/78-rotated1-rotated2.jpg,fractured
1897,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/76-rotated1-rotated1.jpg,fractured
1898,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/109-rotated3-rotated1.jpg,fractured
1899,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/66-rotated1-rotated1-rotated3.jpg,fractured
1900,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/89-rotated2-rotated3-rotated3.jpg,fractured
1901,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/89-rotated3-rotated3-rotated3.jpg,fractured
1902,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/106-rotated1-rotated2.jpg,fractured
1903,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/64-rotated3-rotated1.jpg,fractured
1904,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/113-rotated1-rotated3-rotated1.jpg,fractured
1905,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/103-rotated2-rotated1-rotated2.jpg,fractured
1906,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/73-rotated1-rotated2-rotated1.jpg,fractured
1907,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/105-rotated3-rotated1-rotated2.jpg,fractured
1908,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/56-rotated1-rotated1.jpg,fractured
1909,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/88-rotated3.jpg,fractured
1910,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/19-rotated3.jpg,fractured
1911,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/86-rotated2-rotated1-rotated1.jpg,fractured
1912,/kaggle/input/bone-fracture-detection-using-xrays/archive (6)/train/fractured/78-rotated2.jpg,fractured
